سەرۆک بافڵ جەلال تاڵەبانی پەیامەکی ئاڕاستەی خوێندکاران دەکەت و دبێژیت: وەڵاتێ مە پێدڤی ب شیان و لیهاتنێن هەوە هەیە و مە ئۆمێدەکا زۆر لسەر پاشەرۆژا هەوە دانایە	سەرۆک بافڵ جەلال تاڵەبانی پەیامەکی ئاڕاستەی خوێندکاران دەکەت و دبێژیت: وەڵاتێ مە پێدڤی ب شیان و لێهاتنێن هەوە هەیە و مە ئۆمێدەکا زۆر لسەر پاشەرۆژا هەوە دانایە	SCR-DIA
ل دووماهیێ دیارکر” هکەە ئەڤ ئالۆزیە بڤی رەنگیبەردەوامبن دێ ئیراقێ بەر ب شەڕەکێ خویناوی بەن”	ل دووماهیێ دیارکر” هەکە ئەڤ ئالۆزیە بڤی رەنگی بەردەوامبن دێ ئیراقێ بەر ب شەڕەکێ خویناوی بەن”	SPC-MRG,TYP-TRA
باندۆرا سیاسەتێ ل سەرکەسی	باندۆرا سیاسەتێ ل سەر کەسی	SPC-MRG
شڤان پەروەر د دیدارەکا رۆژنامەڤانی دا دیارکر کو هاتنا من بۆ بەرلینێ بۆ ئەنجامدانا کارەکێ هونەری یە بۆ (شنگال و کۆبانێ) و مژوولی تۆمارکرنێ بوویە، زێدەتر گۆت: دیسا بەری نوکە ژی من ستران ل سەر پێشمەرگێ کوردستانێ بەرهەڤکر یە و دیسا بەرخودانا کوردان وەک گەریلا و پێشمەرگێ کوردستانێ و برایەتیا کوردان و ئەڤ سترانە بڤێ مەبەستێ هاتیە ئامادەکرن	شڤان پەروەر د دیدارەکا رۆژنامەڤانی دا دیارکر کو هاتنا من بۆ بەرلینێ بۆ ئەنجامدانا کارەکێ هونەری یە بۆ (شنگال و کۆبانێ) و مژوولی تۆمارکرنێ بوویە، زێدەتر گۆت: دیسا بەری نوکە ژی من ستران ل سەر پێشمەرگێ کوردستانێ بەرهەڤکریە و دیسا بەرخودانا کوردان وەک گەریلا و پێشمەرگێ کوردستانێ و برایەتیا کوردان و ئەڤ سترانە بڤێ مەبەستێ هاتیە ئامادەکرن	SPC-CLT
جەستەیێ مومیاکریێ زارۆکەکا تەمەن دو ساڵی بکارهینەرێن پێگەهێن کۆمەڵایەتی حێبەتی کرن، ژبەرکو جوانترین مومیایە دجیهانێدا، ماوێ 100 ساڵایە جەستە و روخسارێ وێ ب شێوەیەکێ سەیر هاتینە پاراستن و وەسا خویا دکەن کو یا نڤستی یە	جەستەیێ مومیاکریێ زارۆکەکا تەمەن دوو ساڵی بکارهینەرێن پێگەهێن کۆمەڵایەتی حێبەتی کرن، ژبەرکو جوانترین مومیایە دجیهانێدا، ماوێ 100 ساڵایە جەستە و روخسارێ وێ ب شێوەیەکێ سەیر هاتینە پاراستن و وەسا خویا دکەن کو یا نڤستی یە	TYP-DBL
د بریارەکا نویدا، رێڤەبەریا گومرکێن هەرێمێ رێژەیا گومرکێ ل سەرمۆبایلان ژ 10% بۆ 5% کێم کر	د بریارەکا نویدا، رێڤەبەریا گومرکێن هەرێمێ رێژەیا گومرکێ ل سەر مۆبایلان ژ 10% بۆ 5% کێم کر	SPC-MRG
چامەیا نالی و برەسڤا سالم بەشێوەیێ ستران هاتە بەلاڤکرن	چامەیا نالی و بەرسڤا سالم بەشێوەیێ ستران هاتە بەلاڤکرن	TYP-TRA
سعودیە ژ پەیوەندیێن مسرو ئەمریکا دلگرانە	سعوودیە ژ پەیوەندیێن مسر و ئەمریکا دلگرانە	TYP-DBL,SPC-MRG
ئەم ب تەمامی ەمخۆرێن ئارامی و سەقامگیریێ ینە ل سەر سنۆرێن مە یێن هەڤپشک و ب هەموو شیانان ئەم بەرهەڤین بۆ چارەسەرکرنا هەموو ئاریشان ب گیانێ رێزگرتنا دوئالی و هەڤسوویاتیێ	ئەم ب تەمامی خەمخۆرێن ئارامی و سەقامگیریێ ینە ل سەر سنۆرێن مە یێن هەڤپشک و ب هەموو شیانان ئەم بەرهەڤین بۆ چارەسەرکرنا هەموو ئاریشان ب گیانێ رێزگرتنا دوئالی و هەڤسوویاتیێ	TYP-DEL
لێ دەویێپێ نائینست	لێ داویێ پێ نائینیت	SPC-MRG,TYP-SUB,TYP-SUB
کارێ هزرێ ئەوە تاک د گریمانا فرەرەنگیێ دا خوە پێش بێخیت و زانستێ کۆمەلناسی و مرۆڤناسی هەر زویکا دهست نیشانبکەت، داکو دبوارێ وێنەیێ مرۆڤبوونێ دا ببیتە هەلگرێ (بوون و دونیایەکا) راستەقینە	کارێ هزرێ ئەوە تاک د گریمانا فرەرەنگیێ دا خوە پێش بێخیت و زانستێ کۆمەلناسی و مرۆڤناسی هەر زویکا دەست نیشانبکەت، داکو دبوارێ وێنەیێ مرۆڤبوونێ دا ببیتە هەلگرێ (بوون و دونیایەکا) راستەقینە	SCR-HEH
سەرەکی گۆتار دوڤچوونا کومسیۆنا هەلبژارتان سیاسی یە یان پێشەیی یە	سەرەکی گۆتار دووڤچوونا کومسیۆنا هەلبژارتان سیاسی یە یان پێشەیی یە	TYP-DBL
سترانبێژەکێ گەنج بۆ ئێکەمین جار سترانەکێ ب نافێ (بەستەیەکا بریندار) ب روودانێن 16 ئوکتۆبەرا 2017 دبێژیت	سترانبێژەکێ گەنج بۆ ئێکەمین جار سترانەکێ ب ناڤێ (بەستەیەکا بریندار) ب روودانێن 16 ئوکتۆبەرا 2017 دبێژیت	SCR-DIA
رێڤەبەریا گشتی یا ساخلەمیا پارێزگەها دهوک دچالاکیەکێدا ب روژا جیهانیا پەنجەشێرا مەمکی ساخکرو تێدا چەندین بابەتێن گرنگ نیشاندان , ژلایێ خوڤە د	رێڤەبەریا گشتی یا ساخلەمیا پارێزگەها دهوک دچالاکیەکێ دا ب روژا جیهانیا پەنجەشێرا مەمکی ساخکرو تێدا چەندین بابەتێن گرنگ نیشاندان , ژلایێ خوڤە د	SPC-CLT
وەکی ل سەری مە ئاماژە ب فرەلایەنییا ئێکگرتنێ دایی، یا گرنگە ئێکگرتن د هەمی رەهەندێن خۆ دا بهێتە کاراکرن و بتنێ ئێکگرتنەکا دەمکی و کارتۆني نەبیت	وەکی ل سەری مە ئاماژە ب فرەلایەنییا ئێکگرتنێ دایی، یا گرنگە ئێکگرتن د هەمی رەهەندێن خۆ دا بهێتە کاراکرن و بتنێ ئێکگرتنەکا دەمکی و کارتۆنی نەبیت	SCR-YEH
یانژی زانکۆ هاتنە ئاڤاکرن دا کو مرۆڤ فێری جۆرێن مودێلات، خوە عەرزکرن و باوەرنامەێن سەختە ببیت	یان ژی زانکۆ هاتنە ئاڤاکرن دا کو مرۆڤ فێری جۆرێن مودێلات، خوە عەرزکرن و باوەرنامەێن سەختە ببیت	SPC-CLT
خەیری زیبان، خویاکر” بڕیارا هەولوەشاندنا هووربینیا ئەمنی بڕیارەکا مەترسیدارە ل سەر ژیانا ئێزدیان ژ بەر کو هەکە ئەو پرۆسەیە نەبیت ڕامانا وێ چەندی یە کو حوکمەتا ئیراقێ بڕیارا ئازادکرنا گشتی بۆ وان کەسان دایە یێن دگەل تیرۆرستێن داعشێ کو ئێزدی تووشی جینوسایدی کرین ل 2014ێ ژبەر فی ئێکێ ژی ئێزدی گەلەک دلگران و بێ ئومید بووینە بۆ زڤرینا شنگالێ”	خەیری زیبان، خویاکر” بڕیارا هەولوەشاندنا هووربینیا ئەمنی بڕیارەکا مەترسیدارە ل سەر ژیانا ئێزدیان ژ بەر کو هەکە ئەو پرۆسەیە نەبیت ڕامانا وێ چەندی یە کو حوکمەتا ئیراقێ بڕیارا ئازادکرنا گشتی بۆ وان کەسان دایە یێن دگەل تیرۆرستێن داعشێ کو ئێزدی تووشی جینوسایدی کرین ل 2014ێ ژبەر ڤی ئێکێ ژی ئێزدی گەلەک دلگران و بێ ئومید بووینە بۆ زڤرینا شنگالێ”	SCR-DIA
شاندەکێ پارتی پشکدارن د کۆمبوونێن لاوەکی یێن مافێ مرۆڤی دا کر، د کۆمبوو نێ دا کێشەیا گەلێ مە و سیاسەتا رەگەزپەرستا بەعسییان بۆ بەرهەڤبوویان شرۆڤەکر و داخواز ژ جڤاکێ ناڤدەولەتی کر ل دۆر سەرکوتکاریێن بەعسیێن ئیراقێ بێدەنگیێ بشکێنن	شاندەکێ پارتی پشکداری د کۆمبوونێن لاوەکی یێن مافێ مرۆڤی دا کر، د کۆمبوونێ دا کێشەیا گەلێ مە و سیاسەتا رەگەزپەرستا بەعسییان بۆ بەرهەڤبوویان شرۆڤەکر و داخواز ژ جڤاکێ ناڤدەولەتی کر ل دۆر سەرکوتکاریێن بەعسیێن ئیراقێ بێدەنگیێ بشکێنن	SPC-SPL,TYP-SUB
یوسف سەبری: بەلێ دێ گوهۆڕین ب سەر پەیکەرێ حزبی دا هێن، وەکو د بابەتێ پلەیا جێگرێ سەروکێ پارتی دا و هەروەسان دێ هندەک ئۆرگانێن ئاست بلند کو گرێدای ب سەرۆکێ پارتی ڤەبن هێنە دامەزراندن ولسەر ئاستێ پارێزگەهان ژی دێ ئۆرگانەکا تایبەت هێتە دامەزراندن بۆ سەرپەرشتیکرنا ڕێکخستنا حزبی ل پارێزگەهێ دا	یوسف سەبری: بەلێ دێ گوهۆڕین ب سەر پەیکەرێ حزبی دا هێن، وەکو د بابەتێ پلەیا جێگرێ سەروکێ پارتی دا و هەروەسان دێ هندەک ئۆرگانێن ئاست بلند کو گرێدای ب سەرۆکێ پارتی ڤەبن هێنە دامەزراندن و لسەر ئاستێ پارێزگەهان ژی دێ ئۆرگانەکا تایبەت هێتە دامەزراندن بۆ سەرپەرشتیکرنا ڕێکخستنا حزبی ل پارێزگەهێ دا	SPC-MRG
کارناما حکومەتا سودانی ئەوا پێشکێشی جڤاتا نونەران کری، چەندین خالێن گرنگ بخۆڤە دگریت وەکو تیور دخزمەتا خەلکێ عیراقێدانە، یا گرنگتر ئەو خال و بڕگەنە یێن پەیوەندی د کێشەیێن هەلاویستی ڤە هەی دناڤبەرا هەرێما کوردستانێ و حکومەتا فیدراڵیدا، ئەگەر بهێنە جێبەجێکرن دێ وەڵات بگشتی بەرەڤ ئاسویەکێ دی چیت	کارناما حکومەتا سودانی ئەوا پێشکێشی جڤاتا نوونەران کری، چەندین خالێن گرنگ بخۆڤە دگریت وەکو تیور دخزمەتا خەلکێ عیراقێدانە، یا گرنگتر ئەو خال و بڕگەنە یێن پەیوەندی ب کێشەیێن هەلاویستی ڤە هەی دناڤبەرا هەرێما کوردستانێ و حکومەتا فیدراڵیدا، ئەگەر بهێنە جێبەجێکرن دێ وەڵات بگشتی بەرەڤ ئاسویەکێ دی چیت	TYP-DBL,GRM-FNW
سەردەمی کۆڕونایێ سەردەمەکێ ب ترس چارەنڤیس نەدیار بوو، شەڤ و رۆژ ئێک بوون، دەرنەکەڤە، نەچە دەستێ کەسێ، بەردەڤک و دەستگۆرکان بکاربینە، فلانە کەس کۆڕونایێ گرت، فلانە دەڤەر چەند حالەتەک لێ دیار بوون، فلان و بێڤان مرن	سەردەمێ کۆڕونایێ سەردەمەکێ ب ترس چارەنڤیس نەدیار بوو، شەڤ و رۆژ ئێک بوون، دەرنەکەڤە، نەچە دەستێ کەسێ، بەردەڤک و دەستگۆرکان بکاربینە، فلانە کەس کۆڕونایێ گرت، فلانە دەڤەر چەند حالەتەک لێ دیار بوون، فلان و بێڤان مرن	SCR-DIA
ب ڤیدیو: دەست ب راکرنا قفلێن ئەڤینداران هاتە كرن	ب ڤیدیو: دەست ب راکرنا قفلێن ئەڤینداران هاتە کرن	SCR-KAF
ڕێفەبەرییا گشتییا سەقاناسیێ ڕاگەهاند، دهێتە پێشبینیکرن دچەند ڕۆژێن داهاتی دا پلەیێن گەرمێ ل سەرانسەری هەرێمێ بۆ ئاستەکێ زۆر بلندببن و ل پارێزگەها دهوک بگەهنە 44 پلەیێن سیلیزی	ڕێڤەبەرییا گشتییا سەقاناسیێ ڕاگەهاند، دهێتە پێشبینیکرن دچەند ڕۆژێن داهاتیدا پلەیێن گەرمێ ل سەرانسەری هەرێمێ بۆ ئاستەکێ زۆر بلندببن و ل پارێزگەها دهوک بگەهنە 44 پلەیێن سیلیزی	SCR-DIA,SPC-CLT
لەورا هەردەم مە دەرگەهێن دیالۆگ و دانوستاندنێ د ڤەکری هێلان و رێکەچارەیا ئاشتیانە یا ئاریشێن مە ل نک مە باشتر بوو و چو دەمان مە دانوستاندن رەت نەکرینە	لەورا هەردەم مە دەرگەهێن دیالۆگ و دانوستاندنێ ب ڤەکری هێلان و رێکەچارەیا ئاشتیانە یا ئاریشێن مە ل نک مە باشتر بوو و چو دەمان مە دانوستاندن رەت نەکرینە	GRM-FNW
بێوای گۆتژی: “گەلەک زیانێن ماددی گەهشتینە وهلاتیان هەتا دوهی سپێدی 27/11/2022ێ هێشتا هندەک جە نەهاتبوونە تۆمارکرن یێن زیان گەهشتیێ، لیژنێن مە دێ ناڤێ وان وەلاتیێن زیان گەهشتیێ تۆمار کەن”	بێواری گۆتژی: “گەلەک زیانێن ماددی گەهشتینە وەلاتیان هەتا دوهی سپێدی 27/11/2022ێ هێشتا هندەک جە نەهاتبوونە تۆمارکرن یێن زیان گەهشتیێ، لیژنێن مە دێ ناڤێ وان وەلاتیێن زیان گەهشتیێ تۆمار کەن”	TYP-DEL,SCR-HEH
ئەرێ دروستە د تنێ برێڤەبچم یان نە	ئەرێ دروستە ب تنێ برێڤەبچم یان نە	GRM-FNW
ڤۆلۆدیمێر زیلینسکی سەرۆکێ ئۆکرانیا راگەهاند: هێزێن ئۆکرانیا حەفتییا ۆبری شیاینە 776 کێلۆمێترێن چوارگۆشە و 29 باژێڕکان ل رۆژهەلات و 500 کیلۆمێترێن چوارگۆش ل باشوورێ ئۆکرانیا رزگار بکەن	ڤۆلۆدیمێر زیلینسکی سەرۆکێ ئۆکرانیا راگەهاند: هێزێن ئۆکرانیا حەفتییا بۆری شیاینە 776 کێلۆمێترێن چوارگۆشە و 29 باژێڕکان ل رۆژهەلات و 500 کیلۆمێترێن چوارگۆشە ل باشوورێ ئۆکرانیا رزگار بکەن	TYP-TRA,TYP-DEL
جەمال گۆتژی: “وەکو هەستەکێ مەزن بۆ پێشمەرگێنگیانێ خوە دکەنە قوربان بۆ ئاخا كوردستانێ وەکو هەستەکێ نەتەوەی مە ئەڤ سروودە چێکریە”	جەمال گۆتژی: “وەکو هەستەکێ مەزن بۆ پێشمەرگێن گیانێ خوە دکەنە قوربان بۆ ئاخا کوردستانێ وەکو هەستەکێ نەتەوەی مە ئەڤ سروودە چێکریە”	SPC-MRG,SCR-KAF
4 مستەفێ هاشمی 5 ئیسحاق جیهانگیر 6 مستەفێ میر سەلیم کو دێ ژ بۆ ڤێ ئێکێ 27 رۆژان بانگەشەیا هەلبژارتنان یا بەردەوام بیت، ئەو ژی ژ 21\4\2017 و هەتا 17\5 \2017 وەسا دیارە کو د ڤان هەلبژارتنان دا دێ هەڤرکیەكا هەرە گەرم هەبیت د ناڤبەرا حەسەن رۆحانی و ئیبراهیم رەئیسی دا	4 مستەفێ هاشمی 5 ئیسحاق جیهانگیر 6 مستەفێ میر سەلیم کو دێ ژ بۆ ڤێ ئێکێ 27 رۆژان بانگەشەیا هەلبژارتنان یا بەردەوام بیت، ئەو ژی ژ 21\4\2017 و هەتا 17\5 \2017 وەسا دیارە کو د ڤان هەلبژارتنان دا دێ هەڤرکیەکا هەرە گەرم هەبیت د ناڤبەرا حەسەن رۆحانی و ئیبراهیم رەئیسی دا	SCR-KAF
باهیێ پەترۆلێ ئەڤرۆ 2%ێ بنلد بوو	بهایێ پەترۆلێ ئەڤرۆ 2%ێ بنلد بوو	TYP-TRA
کیش دەزگایێحکومەتێبەرپسیارە	کیش دەزگایێ حکومەتێ بەرپسیارە	SPC-MRG,SPC-MRG
ڤەخوارنا شەربەتا خیاری هاریکارە بۆ بشابوونا ساخلەمیا مرۆڤی و هاریکارە ژی بۆکێمکرنا کێشا لەشی	ڤەخوارنا شەربەتا خیاری هاریکارە بۆ باشبوونا ساخلەمیا مرۆڤی و هاریکارە ژی بۆ کێمکرنا کێشا لەشی	SPC-MRG,TYP-TRA
سەرەکی/ساخلەمی/پشکنینەک دشێت 50 جۆرێن پەنجەشێرێ ئەشکەرا بکهت	سەرەکی/ساخلەمی/پشکنینەک دشێت 50 جۆرێن پەنجەشێرێ ئەشکەرا بکەت	SCR-HEH
سەرەکی/ژنان/ماوێ ساڵەکێ یە ئەڤ ژنا چالاکڤان ژایێ ئاسایشا هەولێرێ ڤە هاتییە دەستەسەرکرن	سەرەکی/ژنان/ماوێ ساڵەکێ یە ئەڤ ژنا چالاکڤان ژلایێ ئاسایشا هەولێرێ ڤە هاتییە دەستەسەرکرن	TYP-DEL
جا وەکو ئەمەریکا دێتە ئەفغانستان و ئەم هەموو خەرجییە دەکات خۆ کارەکەی ساڵی 1991تەواو دەکات و سەددام تەمبێ دەکات	جا وەکو ئەمەریکا دێتە ئەفغانستان و ئەم هەموو خەرجییە دەکات خۆ کارەکەی ساڵی 1991 تەواو دەکات و سەددام تەمبێ دەکات	SPC-MRG
د کۆمبوونێدا د هوورکاتی بەحسی رەو شا دەڤەرێ و ئاریشێن سنۆری و پەیوەندیێن د ناڤبەرا هەردو ئالییان دا هاتە کرن و گرنگییا پەیوەندیێن د ناڤبەرا هەردو ئالییان دا هاتە دوپات کرن	د کۆمبوونێ دا ب هوورکاتی بەحسی رەوشا دەڤەرێ و ئاریشێن سنۆری و پەیوەندیێن د ناڤبەرا هەردو ئالییان دا هاتە کرن و گرنگییا پەیوەندیێن د ناڤبەرا هەردو ئالییان دا هاتە دوپات کرن	SPC-SPL,SPC-CLT,GRM-FNW
لیژنا بلندا ئەزمونان یا سەر ب وەزارتا پەروەردێ ڤە روونکرنەک دەربارێ هەوڵێن قوپیایێ دتاقیکرنێن قۆناغا 12 ئامادەییدا بەڵاڤکر و ڕاگەهاند، 111 حالەت هاتنە گرتن، كو پڕانیا وان حالەتان ب ڕێیا سیمکارتا بوون، ئەو خویندکارێن هاتینە گرتن دێ وەکو دەرنەچوویی هێنە هژمارتن و ئەو کەسێن ژدەرڤەی هۆڵێن تاقیکرنان هاریکارییا وان دکر، هاتینە دەستەسەرکرن و دێ بۆ دادگەهێ هێنە ڕەوانەکرن	لیژنا بلندا ئەزمونان یا سەر ب وەزارتا پەروەردێ ڤە روونکرنەک دەربارێ هەوڵێن قوپیایێ دتاقیکرنێن قۆناغا 12 ئامادەییدا بەڵاڤکر و ڕاگەهاند، 111 حالەت هاتنە گرتن، کو پڕانیا وان حالەتان ب ڕێیا سیمکارتا بوون، ئەو خویندکارێن هاتینە گرتن دێ وەکو دەرنەچوویی هێنە هژمارتن و ئەو کەسێن ژدەرڤەی هۆڵێن تاقیکرنان هاریکارییا وان دکر، هاتینە دەستەسەرکرن و دێ بۆ دادگەهێ هێنە ڕەوانەکرن	SCR-KAF
واتسئەپی گوهۆڕین د ئە پلیکەشنا خۆ دا کرن	واتسئەپی گوهۆڕین د ئەپلیکەشنا خۆ دا کرن	SPC-SPL
ئەوێ ب (ئار بی جی)ێ چوویە نیچیرا ماسییا هاتە گرتن	ئەوێ ب (ئار بی جی)ێ چوویە نێچیرا ماسییا هاتە گرتن	SCR-DIA
بلەێ ئەڤ هزرە ب سانەهی بۆ وان نوقەدیا	بەلێ ئەڤ هزرە ب سانەهی بۆ وان نەقەدیا	TYP-SUB,TYP-TRA
